Gene	FDR
rs2385226	0.0945675192965645
rs2468330	0.22015641557666
rs2521373	0.00308752271705543
rs264581	0.0334605718517308
rs2804694	0.480594562357278
rs2857639	0.0743748727105001
rs2959823	0.00883359617005286
rs348937	0.00862243047873617
rs3818562	0.463055696717772
rs3936238	0.0211862249649426
rs4331560	0.476875799106287
rs472920	0.167869679315583
rs4742386	0.192994573902221
rs5926356	0.297310305551843
rs5931272	0.63854361791457
rs5936512	0.43321940943978
rs5987737	0.040576214499431
rs6426327	0.000250141248308341
rs6471533	0.0516553035923292
rs654498	0.110523022018252
rs6546473	0.0134158381397329
rs6626309	0.459562617831067
rs6982811	0.0940808910712747
rs6991394	3.12734989058324e-05
rs715359	0.128109573147852
rs739259	0.0799419762654236
rs7660805	0.0288063430704856
rs7746156	0.00413227474902879
rs798149	0.457804628996738
rs845016	0.347980512999286
rs877309	0.626270664456283
rs9292570	0.2416248407236
rs9363764	0.327378566458607
rs939290	0.111875553924331
rs951295	0.403668425457885
rs966367	0.0100064145268456
rs9839873	0.00172437661308375
